user_id,item_list
81,10105 3976 10016 11150 11154 4000 4280 11152 8619 489
82,3639 6652 3638 24355 10012 6855 6344 15617 15616 2572
83,8812 29392 29348 29354 29347 16529 29391 9890 7675 29287
84,16040 535 16039 16063 16064 16209 11161 16089 4280 6845
85,95 9123 9128 4008 2677 6489 2668 1074 9114 39
86,227 10444 54 9880 16529 551 3773 11179 9881 14106
87,25192 26284 27600 27117 26303 28130 26527 20414 27985 26526
88,3074 7600 2 627 11150 2957 675 583 11151 2676
89,8812 10444 227 109 16529 9890 18821 11179 228 3016
90,22957 22951 15470 17648 4110 4693 535 4276 232 2522
91,928 2517 11301 21453 11306 2524 3085 1690 2525 2520
92,3910 9545 22358 18683 30634 11527 10444 29911 4870 18625
93,8806 2796 595 1495 11188 7565 7998 16153 969 13937
94,10691 10593 10795 7222 7481 10550 3024 10730 10558 7221
95,11299 536 11301 4111 535 1987 13 10496 9 36
96,12450 13424 13525 12544 676 30400 22699 4191 16536 15437
97,27600 26635 26525 27985 10129 27117 10055 26303 26526 10094
98,10568 21452 10602 810 6169 19210 811 4931 10638 3173
99,11152 192 11161 884 4280 5384 8564 2879 9371 8723
100,29025 16310 23253 23190 23225 21345 18217 7033 17532 5176
101,4062 3074 4137 234 9373 2960 6975 4681 211 3085
102,9266 11864 24050 9352 11829 4852 1117 426 5198 4257
103,7948 26038 24558 15587 32233 25290 11084 12474 9888 34770
104,13355 18323 4523 212 260 660 18510 15559 14767 23470
105,6503 6853 6652 7780 6676 6366 6678 6373 3697 7783
106,811 813 819 845 8632 805 4079 9087 807 806
107,21451 19210 21428 150 11501 19209 11502 1287 21432 19108
108,11183 11172 11173 427 21920 22666 11195 21919 16561 21924
109,15887 6321 15457 15775 1091 15869 14828 3959 21136 3480
110,9622 4371 9371 2609 3036 18342 26 6822 3693 6568
111,6845 6853 6503 32448 7815 15348 24217 15800 15469 10305
113,5938 6512 6682 4137 13681 6375 6358 5560 4185 8627
114,3697 11482 2591 5735 11820 2933 7234 3176 6577 7430
115,14066 11146 3671 7948 14031 5054 14029 19885 7529 6797
116,4197 21286 4319 4941 4573 4644 28577 30140 6544 5769
117,6212 6210 832 28577 4316 4481 18053 5511 31202 6193
118,6277 6667 6653 6662 1917 6226 6656 6864 6278 6975
119,11379 11367 1117 11396 8593 15291 10605 489 427 488
120,18144 5647 10538 15771 23726 6125 5648 15465 4424 22499
121,6679 9264 9173 5489 9191 22458 7447 23356 9266 5837
122,18059 19357 22447 4987 4422 3385 23656 9588 3334 8458
123,23588 31990 31528 31727 31531 6751 6581 4937 31920 35403
124,17873 17862 17804 31591 17801 15535 17802 5099 17984 16679
125,21410 6128 7253 29494 18995 21407 9458 21324 19008 21562
126,6164 6162 6169 6188 6178 6206 7065 11154 11161 7034
127,6731 6380 18643 1368 3478 1075 4341 4971 21487 3906
128,6380 6162 3563 447 23693 4298 99 4297 9850 3074
129,6917 4601 15606 2591 799 8505 5491 14843 3362 13005
130,8038 8026 24067 23823 9704 23021 23793 2346 23831 23669
131,4130 4674 6045 3561 4935 7364 3062 6020 4601 2140
132,1023 12495 17 12486 12507 3670 12496 11367 6851 11868
133,27392 25079 24705 24894 20356 4914 21919 99 5054 29237
134,25426 23845 35836 20945 27826 23712 25640 19967 36427 28197
135,4980 4892 21628 21636 17144 5431 884 20868 30158 907
136,12489 3101 23744 12495 7949 12507 12481 12477 15999 23544
137,2609 3422 3697 3057 64 9495 6994 4265 3829 18342
139,24633 18009 12060 33475 35360 30316 16666 17938 29029 30548
140,2357 4824 4316 17014 3627 9878 30742 23740 4831 16980
141,15496 17697 4224 243 15887 2598 15457 9163 8728 3697
142,9299 15774 889 4422 11470 15775 15822 15763 15870 5596
143,6358 7656 15645 9446 5938 6686 18342 29626 1075 4117
144,11326 11335 11347 11359 20574 5373 11401 5370 27423 4914
145,6474 9622 7926 9248 3618 190 1 14073 4811 31507
147,20376 27340 30510 15906 30473 17391 25570 30285 27518 25571
148,10358 10872 10247 18413 10903 23420 24294 7742 12246 10792
149,11383 12246 5700 11858 5697 11847 11359 8195 10654 11857
150,11146 95 22608 4692 6851 23743 23744 22675 7213 13232
151,1 31990 11147 1753 24558 11149 5642 6248 31528 8558
152,11146 25563 13884 9609 13885 6489 3597 6528 10365 25026
153,6001 6272 6274 370 24936 371 24922 24997 369 26436
154,4830 13252 2583 5940 5598 1 5881 15469 22278 7528
155,34696 3104 34695 22736 34694 29221 3105 29235 11150 35668
156,12215 12148 12142 7150 7151 7928 10602 11329 11343 11335
158,1 16305 8862 16309 2012 18077 16399 1483 16395 30466
159,34695 34684 25947 1654 31934 1653 1646 5666 15965 25280
160,27381 36012 20277 32108 25191 25163 30091 20278 19634 26062
161,25876 27384 26507 27110 24416 27531 1 26923 26033 27078
162,19703 96 20376 24685 11101 3213 24809 20377 25563 24257
163,9168 9183 6446 11230 12086 7412 6611 21909 5448 4481
164,32711 25979 30755 25545 33823 24539 25471 32621 25286 19628
165,25563 1 14317 9314 3302 25701 6145 99 4914 5054
166,4692 9659 17401 15472 9675 21287 5517 17457 6547 4608
168,7127 7128 10413 10372 11151 10371 5533 10415 15517 3350
170,6475 19654 8655 14582 14051 20469 35360 326 15854 26263
171,884 515 13949 6408 8928 14064 2577 2782 4055 5436
172,7078 15887 11356 7079 13852 7220 4878 3156 11379 9622
173,4980 9587 11146 25176 18277 24293 4904 8806 6466 21636
174,15510 19285 19216 14240 19262 25441 6934 23170 32297 23861
175,19397 19630 26832 1 24574 19401 30263 12091 6599 6752
176,25021 30270 30277 8011 19433 30408 30319 16625 21064 7702
177,11146 1 6166 23420 6165 11148 6654 6656 13749 6658
178,24932 30595 11665 11148 11667 14441 11666 23881 30316 19465
179,10139 15677 3045 4249 15886 5734 63 6356 60 8631
180,13604 13602 3639 13358 8547 31252 11662 34111 3151 33165
181,13229 25677 18535 7542 22650 23244 22613 22686 22710 29800
182,9191 13 1976 177 1975 1986 9214 17394 1987 3354
183,788 5361 15470 9985 11084 9188 12915 15473 11057 11062
184,11150 11151 6414 6474 9677 15891 11161 7045 675 8797
185,3057 1091 15887 22397 15496 6741 1471 4944 11892 17160
186,1 7792 25079 7799 19431 7801 19540 933 15501 2222
187,61 26 15491 42 5444 18582 6934 7679 7517 15951
188,20569 6935 11848 8626 6373 7438 29615 11864 12127 11851
189,12213 4830 3101 24416 1174 12246 20343 4297 818 22339
190,7101 4055 2676 2784 3808 6593 3192 3934 2622 9399
191,22459 22460 26021 23449 24077 6530 25328 6532 3835 19540
192,15821 4242 15887 3671 15868 6408 11149 16964 15822 16926
193,489 387 1117 15744 486 425 7403 17863 3057 28645
194,3670 11148 11147 4185 15821 15822 15868 23426 17457 17217
195,8315 8317 1962 34361 1963 1 11121 17273 8335 8337
196,11151 5482 11152 2677 5940 15765 5486 5054 5596 1889
197,12472 12474 7948 12481 12495 12502 12507 3663 95 934
198,2591 9080 5439 6321 4489 11973 378 15887 6344 4371
199,6679 12127 6366 9335 18111 4132 21196 12156 7733 5515
200,1 11840 6508 6611 6528 7440 9248 17383 11669 17412
201,5439 15176 15887 14735 12635 3035 5517 3709 5474 2796
202,936 3186 3379 17446 9123 7787 4606 3393 1310 6934
203,29147 9596 30670 29164 30815 4601 2357 4151 3155 30242
204,1 17318 17319 31264 17320 18171 23981 14353 23982 23979
205,6585 6389 6440 6567 6721 6576 22339 6453 1 17552
206,3671 3466 6741 3547 1720 1090 1718 3820 1719 4313
207,2179 11649 9352 4691 13993 77 685 12129 15833 190
208,15044 8592 3412 8593 13061 15868 6529 5531 5448 15821
209,1117 13679 3357 17647 4257 427 489 488 4110 22951
210,7694 7735 7734 10365 3335 8854 9264 631 9298 20952
211,11108 11575 28805 4601 28808 35952 1 26444 26138 11611
212,10004 9188 9985 9242 9944 11084 10178 10185 9935 9243
213,9123 2668 4246 15868 502 8564 13705 2572 11924 1
214,9124 9123 2583 6528 6529 9944 6374 2677 2668 6532
215,1 11148 19092 11146 6994 1829 23544 9641 11147 95
216,1 21172 1365 24480 24813 32704 675 1970 4367 3172
217,7367 8760 311 10692 7438 1589 15891 2591 10654 11359
218,13787 15688 12138 11617 14730 2795 15819 10397 1 4439
219,1 6365 8657 15496 21172 9248 9632 4833 13194 13346
220,25218 33492 33015 26945 31517 4923 30542 1 24993 20911
221,13976 4844 18370 18413 12401 4008 6586 4927 4925 13936
222,24695 9971 30545 9985 9188 25343 25034 10004 19075 9305
223,4225 15794 190 8915 18413 7147 15044 6840 2605 11544
224,14140 13905 25667 14456 35514 32541 25844 17938 16815 5218
225,11447 13699 13727 6977 5370 387 17682 5361 6976 4253
226,6356 2989 7432 5439 2559 7311 7096 7063 7310 3443
227,4376 1322 6875 4397 698 6405 13845 11496 2662 13757
228,28847 780 875 2823 6997 2859 995 29036 22369 3074
229,6975 4439 2677 33155 29189 14128 3074 6664 18370 22055
230,4130 4330 2583 30815 4702 1344 4331 21178 23863 6020
231,663 8692 14931 496 2290 18125 15510 5741 2676 2916
232,1560 4695 4150 2577 18617 9819 4137 4140 4569 23422
233,15891 9635 13222 311 9682 13353 3300 13287 9658 13261
234,3697 15496 2591 2577 5735 4224 5741 9904 211 6375
235,15771 4930 15763 15742 22498 7727 22450 3670 12203 6392
236,6919 11944 4480 2896 4186 15137 6531 28694 6226 15107
237,3642 6752 5015 10218 3215 10300 8632 5479 7549 10321
238,20278 32625 20031 31299 20280 19342 25166 25133 8026 33123
239,7607 7928 7608 13248 26501 9306 25076 12246 30828 11007
240,24416 28226 25381 14414 14215 20344 20723 27844 11247 27779
241,6619 6618 211 13817 1174 2591 17012 3335 4504 21567
242,15887 1589 4829 4601 23426 10365 2583 2577 15833 1560
243,6664 6392 6667 6656 3670 7291 6662 7340 3671 7292
244,9173 15510 9181 15457 9191 15887 61 4224 15680 9190
245,11146 2522 20824 535 11143 23711 24170 23195 2523 17776
246,14294 30169 29979 27908 25189 24416 25512 20118 31975 25049
247,64 8781 8777 18623 8699 8687 4082 6933 419 8588
248,11326 11347 11359 2525 18828 2526 2518 18830 15482 6164
249,6165 2583 25039 7656 14931 675 2012 10329 10345 22818
250,25777 9299 18973 8806 3452 5719 917 7656 4423 15091
251,11154 11151 11148 1174 11147 1829 11152 11161 2357 6165
252,11143 4379 28731 7752 953 8492 15759 31304 1151 22929
253,12472 7948 12477 7195 5741 4489 6508 25031 12481 13680
254,7231 733 12627 17692 12635 11939 9629 15273 15747 18596
255,1 9266 17406 412 6414 6408 9178 9181 17377 9191
256,6609 17571 9622 15059 5062 3130 2676 29002 15496 18632
257,190 29549 4695 632 13037 4811 3480 2885 22514 9898
258,25215 34103 95 25844 33941 26555 27546 27555 12916 32700
259,12116 12105 11326 29706 5606 29974 11347 11343 6250 10710
260,3671 4074 3670 1720 30416 4601 1718 1090 4695 6684
261,17119 7204 4276 15685 8576 4143 15822 1117 9413 4606
262,4601 15146 64 4298 889 18342 4962 2804 19092 18081
263,4082 3594 10388 3568 4698 10110 6152 5895 1969 28684
264,11148 9119 426 1438 9155 64 485 11754 6497 5436
265,11148 26395 11007 11147 26400 27883 35490 33317 33821 35192
266,11401 5370 5373 11415 2677 17699 6414 6518 31501 4276
267,3327 10407 10308 10409 10218 10184 11666 11665 10376 10143
268,11335 11326 3101 6150 11367 11379 11383 11396 11401 5361
269,14888 15890 11499 9865 11487 14859 531 11540 11541 11966
270,7927 7928 4926 5699 4520 13580 1969 10271 1970 8586
271,31372 32775 25764 31958 11148 31373 35453 27802 19989 20118
272,11150 4489 11152 5532 8638 788 6151 4238 8631 5460
273,4299 8095 24235 99 17354 19640 32707 15469 19987 32804
274,5405 5448 5406 5361 5370 14897 788 5460 15489 4137
275,6414 6474 6385 11649 6611 15496 6374 6389 4467 5358
276,8626 4269 15086 13844 13845 4194 6353 874 4253 21159
277,6408 6414 17012 6474 8768 11575 11560 11757 11557 11574
278,29057 3381 18304 2744 15219 2795 11629 29565 190 14720
279,7207 15887 8573 7656 8669 7542 6069 23852 3670 2823
280,13581 13606 14943 15010 13170 15012 32471 7926 22386 22387
281,8573 3670 15965 6497 33387 6930 14392 3063 12071 19489
282,24728 31137 24727 5284 31239 31139 16339 21358 16392 5147
283,36639 20469 20684 20682 36988 17196 17280 32082 17285 10057
284,4914 24977 23722 25643 7799 17222 7 33119 4430 2255
285,4276 3670 11757 15510 2577 23420 15457 3393 3697 15879
286,7018 3671 3011 7090 7045 4185 14955 2559 9371 2988
287,15763 21006 11121 7868 23707 10365 11007 23730 16064 7781
288,18831 17728 18832 2677 9123 18833 11154 4280 17638 9173
289,2782 21487 9295 1117 13606 15833 12732 11672 5938 9413
290,11146 30473 11149 30510 95 3213 30285 1927 18144 370
291,7365 4137 7366 11594 7310 11170 6933 7433 1788 7432
293,6073 6083 3101 11146 26252 3335 6618 7733 6619 24473
294,3670 4185 15833 29626 1692 3062 6593 19092 2609 1
295,17647 17648 4137 360 766 6917 14965 4110 15458 1307
296,6408 11146 11148 4276 4695 15496 6446 7472 9248 5486
297,2609 1580 7472 6360 1330 4129 3499 15703 1537 15390
298,15887 9423 15957 3155 399 2594 3671 4185 2591 424
299,1 14812 7733 31516 2362 19092 28617 1589 1039 11544
300,7127 7129 311 4185 11326 8827 6360 11148 9416 9352
301,7948 11347 11326 9173 10730 14988 9178 15017 176 9124
302,3335 5482 5527 15688 5486 9191 5882 9264 3605 2167
303,3049 9188 9985 11084 11586 10015 5374 9935 21280 5411
304,766 11601 4225 11738 11600 4253 15591 15670 14891 11761
305,6150 5361 788 5370 5373 15940 15938 7006 11264 5523
306,25392 2591 884 3393 21487 15887 7542 11089 7128 15947
307,7168 13839 13857 13881 7165 7363 7181 7173 7387 5034
308,10080 7138 3436 10105 3976 3427 614 12367 6319 10016
309,11399 11082 10593 9220 11414 9258 7480 9221 15869 6408
310,24648 24910 24746 9271 11601 23551 12130 23718 2668 11665
311,8655 11560 11611 1 11557 14847 9474 6968 8728 6917
312,1894 23780 3302 6073 13812 23420 3333 6083 4588 9248
313,30351 15923 4864 18662 6398 7695 15449 4461 29017 30113
314,5620 1256 6611 4844 920 6385 6366 22331 6367 6679
315,6653 11740 5532 6240 9242 14896 6935 10116 5697 6861
316,6001 6000 652 9038 6274 4932 12474 2099 1718 11716
317,11329 6408 6474 510 4276 11415 511 12215 9622 878
318,2677 2668 9114 2833 26 21462 5444 11544 9273 15491
319,11146 7660 15215 7408 79 4366 8569 6833 13827 10446
320,5422 5439 6353 426 2591 5741 427 6405 2795 2836
321,11063 10024 11062 14855 1 4137 11059 10001 10127 7263
322,11714 82 19092 7821 11715 5545 7782 9471 11740 5544
323,11150 11148 11152 5054 23693 23332 11161 776 4566 7
324,1 15887 6408 6474 9622 896 9124 4276 9123 3393
325,3671 8806 82 9622 18125 9864 3639 3647 947 29549
326,3671 1322 24343 3697 64 23350 15591 15707 1718 1314
327,4914 683 150 10524 1 2609 7888 14974 9115 2655
328,11146 2357 14168 21457 6496 21431 21159 536 6540 21460
329,4253 6989 2782 583 6499 6344 6861 6593 186 8661
330,9622 3062 8615 7394 4225 1054 6511 22331 4368 15232
331,11146 15887 7206 9622 22287 3062 29284 10208 7264 29300
332,1 6751 3062 6586 6581 6584 6753 9534 6725 16078
333,4280 8724 4914 3393 15887 11161 5054 15784 10004 11152
334,4588 23840 18390 9677 9641 9640 23841 1704 1667 16005
335,5533 9139 21487 22951 1228 117 43 21495 8626 4251
336,1 8760 21159 3671 9742 7202 14737 4185 4142 14748
337,26824 3062 12875 32018 13812 13811 2677 13816 9248 8661
338,1 243 6526 22339 6404 6934 14847 15112 14161 6359
339,15457 3062 15510 2609 5597 15774 9465 15450 29800 29967
340,11148 5620 5940 13974 13964 12407 6037 6387 4417 5645
341,6356 15887 12958 12962 15510 9248 2609 9123 8727 1091
342,15592 8661 15670 15669 17101 7456 22333 22512 5359 4253
343,7769 7770 1 24554 7771 20946 20944 25443 25127 32665
344,15496 1 1397 18650 23426 6497 4519 7542 4601 22339
345,13671 13606 4298 6189 23715 31536 15513 15754 15517 1331
346,12495 4827 12450 12489 4914 7949 4825 29189 11379 12481
347,3366 18059 4316 4929 2823 64 1520 3466 18036 15123
348,5671 11128 24780 5725 5670 5577 5578 24705 24702 24556
349,24232 1 25613 32187 32400 25254 24558 26531 32502 27392
350,6348 30 1091 15887 8806 29626 4137 3057 15833 6731
351,8806 15821 1889 14906 4936 6497 5676 15768 11611 4830
352,1 23379 14730 15916 15893 11466 15573 6948 23700 4232
353,6426 17010 3670 4185 4713 6478 7529 11148 4439 21
354,3062 1 1091 15833 4249 4300 4811 8631 3444 4250
355,9622 9123 9124 243 1021 9128 13005 4289 14847 15796
356,3670 5930 3671 9266 4185 5100 29245 29266 29684 5114
357,9935 7807 11547 8662 10004 8484 11552 11595 1589 4930
358,11714 11147 11716 11466 5636 24355 11468 6931 6933 6935
359,3155 10989 6116 10964 5404 5370 6114 5361 5656 6150
360,26033 26923 24572 14422 35160 26414 1683 26465 25821 14526
361,1 15887 2609 6174 11146 4137 4253 6356 4276 14779
362,11148 884 3437 10154 9241 5532 6499 7783 232 12662
363,424 24513 420 10267 27523 677 24511 6730 13324 24938
364,16932 6676 7499 7303 4231 390 7807 17398 4212 15768
365,6987 36875 9836 31596 19540 208 6822 9424 19213 471
366,5404 3670 5448 5460 1 7928 17700 24201 4185 17699
367,5528 5486 1397 18291 1580 23953 9534 4518 12699 9760
368,14163 2892 4695 6593 2823 11973 9285 4636 28875 2
369,1 8505 15457 6677 9622 6865 15517 6529 6664 10116
370,30672 9416 15510 6414 18596 4654 672 933 3153 11798
371,7045 7063 8626 7018 9635 4249 15451 15473 8625 4111
372,64 30132 21286 4316 4811 2583 9295 4205 3716 15334
373,20944 20945 2131 31507 1459 14046 12437 31503 12340 1309
374,19092 3155 94 4849 3671 18629 31399 673 18513 21035
375,9173 3344 5431 9190 3086 9181 9191 211 3239 3229
377,5370 6150 5373 5405 33299 5532 7723 5462 5461 33686
378,21056 5976 6396 2315 2324 4245 9230 17173 5818 6430
379,6557 6593 11077 11078 11326 15757 15756 4257 11985 3649
380,15909 15513 5812 4137 11615 15923 15925 23343 4132 5597
381,3463 3570 3548 11084 9935 3599 4696 6348 19092 3045
382,12215 1174 12105 12116 12148 5054 12176 6934 12094 12142
383,1128 12128 232 11146 890 1042 9356 12174 12204 22953
384,1 4137 3062 11151 9622 3393 15496 7463 35 3697
385,927 2521 242 2519 11146 11148 4202 2526 2481 7838
386,11154 11151 11146 3931 4276 1376 5054 11152 585 7045
387,22559 4949 18624 5431 2574 4696 11899 353 10059 21217
388,13812 1 15887 15821 15754 11152 15897 12679 15044 4816
389,2020 9632 6083 14158 3229 3310 1894 2181 2159 3086
390,17282 12679 15742 10903 6602 29357 20908 17266 10375 22314
391,6408 6474 11151 4137 15887 5462 9622 15869 15890 6414
392,3284 21287 6593 3295 6497 5482 2626 6682 10267 15922
393,15893 10197 8671 13780 3061 7803 10053 8663 3130 10089
394,25362 20122 667 20576 33791 20125 11077 36260 11335 1
395,3104 29221 11094 10522 25077 10513 12458 7927 10555 25352
396,23083 17802 24462 31990 3671 31531 30189 31507 31727 31764
397,11737 563 11761 10846 398 8918 1431 1432 12238 12119
398,3670 11761 6865 6528 12138 6681 7372 11737 7371 7304
399,24941 9283 17219 25528 26003 14583 25195 7928 9210 24900
400,22377 7612 29997 2242 1565 13400 22444 19371 4473 9479
401,15496 3062 15457 15887 3063 2795 9214 8779 3412 9212
402,11146 2782 211 2496 2836 127 41 675 2793 8890
403,5664 5460 7365 4081 5448 5697 18623 5375 18413 30234
404,11335 6414 11343 4276 3412 9191 11347 6474 9178 9181
405,15517 15513 15897 17260 15833 6989 917 82 4695 6405
406,7995 22990 1891 5942 13226 5583 22989 3284 3286 1506
407,1782 2317 2318 17705 10074 11123 7538 5448 4839 15348
408,1 2609 3069 7799 13940 13950 7341 7803 9137 15835
409,6628 9299 6788 7552 4185 25015 3063 10323 30132 5016
410,7382 12009 13857 7378 15653 3156 7227 3350 11346 7177
411,25140 14695 25402 6083 1377 25392 22666 1061 18390 1237
412,30963 24457 30616 31480 38009 26050 16967 89 11550 30185
413,1650 22 72 4 9743 1649 9744 1648 670 11907
414,2577 150 3551 10169 10197 3569 15606 4081 3159 3081
415,6529 6664 24355 6681 6680 6935 11468 11455 6531 7552
416,18828 18831 18830 24 5511 2652 17728 18832 21160 2541
417,11329 11335 11347 11343 11370 4588 5482 3669 11359 5486
418,23426 91 1649 926 82 14776 22387 7536 1648 7365
419,6658 6662 6667 6654 6681 6531 6655 6226 6277 6865
420,21307 11665 1 23206 1322 29506 23203 9490 5359 18070
421,9297 6593 4127 7656 620 4316 6489 15082 21936 15086
422,34046 20464 30563 14265 20463 30585 1701 14295 25664 36507
423,31816 1 20989 24554 36007 18413 24474 7769 19654 9329
424,6681 3670 12138 9744 11455 41 6528 6864 150 7799
425,4584 6114 9268 1882 1379 1380 10331 1781 13606 1
426,1 120 7656 4185 15887 3670 74 17697 3130 22424
427,2671 18596 6380 4647 672 6348 5741 21147 6731 13684
428,390 318 9223 15925 10090 1816 15909 15517 9622 6854
429,6875 21159 6433 9622 15496 4107 11150 2357 4280 8628
430,23852 15754 13971 13972 13993 15897 15909 7803 23545 9174
431,16827 16721 16676 13675 4004 4947 14202 15510 10243 3574
432,22774 2146 3062 8123 10705 5882 2147 10757 16046 22413
433,34046 31333 24455 20570 16060 24553 20354 20215 31277 17965
434,3158 11148 3173 3161 3162 3159 9741 15159 3163 14263
435,21684 21731 21710 15491 15703 21683 4365 7517 14120 15958
436,12183 14042 14049 20781 14048 31754 12248 15906 20946 32579
437,7793 14161 5564 7781 60 3063 14906 6319 5845 15798
438,1 13811 10139 517 30 7453 3183 5658 6359 9198
439,4601 2668 2677 9124 19640 427 9271 15778 12909 10267
440,9124 2668 7926 9021 9114 9128 8961 6497 15887 26
441,6679 6676 15606 6842 7048 2557 1 7779 2609 15242
442,3104 12174 5576 5578 12204 11396 3105 11367 1022 12233
443,15912 15906 21919 22666 21920 11146 4299 14142 6510 1829
444,21286 15887 5491 4319 3835 5769 3723 3057 3645 17135
445,14065 1186 1188 311 9609 6497 11979 6226 15994 6278
446,6618 2518 4914 5054 99 2519 2521 242 7 2520
447,12215 12105 12176 3101 6547 12246 6619 6414 6408 9258
448,4185 30524 7535 25079 25062 24959 27153 30494 6115 36222
449,9258 6653 9935 32298 8948 6277 6865 6681 22264 9887
450,24977 25053 82 28658 23852 3062 17815 21318 4695 23348
451,1 243 9371 14847 2598 2591 8557 6840 6869 3155
452,18413 186 1753 7656 675 18144 11649 18427 24299 31502
453,8662 9305 13977 12254 9985 9971 6441 2647 11084 24340
454,22714 1 22550 22552 2205 15470 2780 19540 15457 22951
455,3670 29189 3671 11757 6677 21070 6845 9822 11576 6853
456,3062 5636 8631 707 8632 21624 9773 8806 23710 6997
457,4137 2782 6380 6348 18059 2564 6822 6919 3353 2823
458,5665 6681 6531 11752 5479 3670 1187 1 5564 15887
