user_id,item_list
160,25163 26062 36012 25191 25201 14039 23281 24954 27381 25492
161,24416 26923 27110 24412 27531 27078 26709 27208 24167 26581
162,23847 19965 24685 25563 26723 24764 20376 19964 24283 25948
163,12086 12243 639 9168 6499 11512 608 12113 7828 6240
164,30755 23840 33823 25979 24490 25286 23841 25301 30856 25465
165,25563 23722 15496 99 19092 25701 3575 5054 5596 14825
166,15465 9675 6547 28654 15907 6514 3670 6356 6618 12132
168,7127 10371 5533 15517 10372 3350 15648 15654 11979 12009
170,34167 14582 25215 35309 11579 12060 11560 1322 7930 8985
171,3155 11151 13949 11362 933 15994 14064 5436 3412 4397
172,11356 7220 2577 3155 14779 7078 634 14881 11310 11379
173,21523 7734 28664 4696 4043 673 8407 2460 18082 15788
174,6934 19856 12679 23861 23350 23170 17491 23083 19902 16153
175,19397 19630 24349 9354 19401 15218 9283 9222 30319 11493
176,7865 9223 30408 8011 390 3966 1816 24283 26433 24257
177,6166 6165 15510 2574 23420 13748 11149 15890 23426 6392
178,24932 30595 11667 11666 23881 11149 30417 30316 19382 15964
179,3045 8760 6375 6949 53 2583 3689 2568 5436 6356
180,3639 13604 13358 13602 3566 31252 10743 14823 3384 3576
181,29964 15535 22550 18520 22714 22651 22649 5636 17785 15284
182,1976 12036 17363 15483 1974 15487 15478 12652 14 12018
183,12915 11062 9188 9952 15473 10024 10588 5406 9965 7748
184,11150 11151 6414 9677 6474 15906 7045 9748 11147 7063
185,15887 4137 3062 2577 15496 3480 4316 21172 110 3696
186,25079 7792 25254 8663 7799 13951 7797 30595 7801 13849
187,26 42 7517 2545 22385 18582 4467 5444 22387 6934
188,12138 8626 11616 5524 9782 4363 2643 5508 11264 6508
189,15510 20343 818 12288 24416 35 11289 22339 12094 12246
190,8890 9399 2854 708 2913 611 2852 2653 2567 627
191,23449 24077 25328 10393 21827 25031 4840 25780 35293 6632
192,15821 6321 15887 15868 6593 3155 3638 2591 26 3057
193,3393 13638 15519 4376 489 15922 4132 18373 24183 5517
194,15821 5600 15868 17217 4185 15798 639 654 23350 15869
195,8317 17273 34361 8335 8337 8338 17338 1964 8280 8428
196,1889 23656 5636 15764 1054 9297 21936 5486 23364 5881
197,12474 7948 12495 12502 3663 12507 95 3668 99 12530
198,4280 766 4824 6502 11970 15273 17699 11124 11615 6676
199,6678 18653 6933 633 7782 6861 6676 5580 15887 21516
200,6611 12138 9471 5564 6373 6367 6392 5508 7509 15887
201,5439 15887 5517 9760 2796 15519 6927 60 14890 5474
202,5422 4736 61 5444 6739 28841 914 13832 9123 15956
203,18687 9446 251 21523 29127 4141 30815 4573 5762 517
204,17319 17320 32292 7905 1395 9628 23982 6662 17321 18699
205,6440 6576 6453 19034 23421 17552 6388 6721 9640 11576
206,3671 3547 1718 1090 1719 3820 4313 17625 21134 8757
207,2179 1393 11649 9352 5882 11757 9264 13994 77 70
208,654 15868 15821 15044 5531 5405 5532 13061 15822 5448
209,488 427 489 3045 2591 4489 4110 17647 268 3357
210,13825 2187 13816 13811 15870 5528 13817 15869 7634 20952
211,11575 26444 11611 11510 24405 11609 24418 11550 11560 11579
212,9188 9985 9944 11084 9243 9242 15726 9622 10185 11752
213,348 11567 2574 7778 9123 15727 9973 15486 11544 61
214,6528 1174 9124 9123 6664 6529 6751 6741 6503 9188
215,11146 9641 11147 3697 95 14890 21919 17012 25774 9640
216,24813 25730 3639 15510 4367 14457 3057 20005 14463 26
217,2594 10692 11367 4111 1800 4132 11151 3799 4230 766
218,6348 6822 9471 9433 14872 19431 15819 3359 33565 2995
219,15496 21172 13194 9248 3057 3393 620 3723 3062 15457
220,25140 33015 2294 26945 1995 33669 9707 33492 27330 1438
221,18413 4297 12401 4844 4926 4008 13909 4927 12554 7723
222,9985 10004 9188 9187 8662 6752 9305 6741 9243 9242
223,3393 14828 11544 3062 3153 7147 7138 15237 8610 9117
224,14140 31516 13905 1589 25745 32300 15965 19091 25659 25774
225,13727 8593 15525 5 6976 7213 387 799 634 6977
226,3390 2988 10139 4225 3120 7063 7095 7311 3640 2594
227,1322 4242 698 5439 13845 4397 6405 794 15496 6875
228,5668 780 7780 7827 3074 4556 4487 4142 2555 3069
229,19332 15490 15965 9008 12060 19417 901 16134 18444 19465
230,30127 9299 3561 2140 2661 12674 24431 21216 9831 9599
231,2583 2676 5636 8692 15496 8545 2782 8760 15457 7472
232,18694 6375 5560 24086 6430 6989 7364 6593 4127 4521
233,3295 1660 13261 9635 1658 13287 15044 14158 22702 16561
234,2591 4224 3155 9904 3365 8610 9446 5472 2782 5436
235,11617 3976 9247 4843 7782 5697 3662 6392 2641 7499
236,4480 9370 2652 2933 6531 3034 14847 7733 7779 762
237,11593 15678 8758 17616 3326 4465 7727 3365 14813 6671
238,33123 25118 33258 31686 25292 17080 33316 32633 20032 20280
239,7928 26501 11007 9258 25076 12335 7607 12246 15457 11433
240,14414 20344 21096 27671 27709 25362 20125 15488 23929 28354
241,6619 13817 3335 6934 3155 3064 16076 66 2782 17423
242,14813 2138 23968 21192 1091 16207 25403 1917 10882 4514
243,6662 6656 3362 6664 4929 14737 6681 5463 7254 8745
244,26 9173 15491 15887 3412 9622 42 9191 15446 3639
245,4889 20824 29505 2637 23223 30710 18674 4534 23184 2522
246,30169 27908 25512 19986 25189 24416 31975 19983 24417 31977
247,8781 18623 21172 4082 8687 8699 4371 4935 2878 12606
248,13762 18828 18627 5384 6972 2518 12651 7516 15470 6277
249,7807 10345 6664 13074 30293 1386 3645 6348 9609 4915
250,8573 21196 22309 11716 1253 1091 21636 15490 5797 18474
251,11154 3110 11152 11149 11147 6408 11151 14140 21045 3062
252,1228 11526 1368 13385 2637 21290 1336 8492 1537 19415
253,12472 2570 5788 12481 8678 8586 53 9187 7456 7949
254,7231 21487 2605 51 14828 15273 53 7234 6510 15457
255,9266 9178 9212 6408 9181 9191 9213 6414 9190 412
256,9622 15496 6822 21487 15059 5062 2823 8439 21482 8571
257,4141 3723 13037 1091 4945 9622 8439 18613 19165 9773
258,25844 32282 33941 95 12916 32700 27546 3124 25216 31227
259,29706 12116 13953 10710 11275 19748 10767 7927 5626 11675
260,3670 3671 4695 6684 2583 6593 15146 23426 9248 1174
261,2933 176 10572 7147 488 286 8713 18589 12365 9163
262,4962 4298 18342 9314 23426 6684 1898 7807 19092 1560
263,6975 9812 5769 7821 3594 6530 6152 3568 2878 6531
264,426 675 488 6874 3079 15665 8586 4397 1117 425
265,11007 26395 11415 26400 35192 35490 34740 33821 33023 20175
266,6518 32187 31502 15774 24044 17705 5404 5373 24467 30220
267,10409 10407 10143 3327 10167 10376 10126 10184 10218 10321
268,22957 3786 5545 5361 5578 11383 9676 22702 1452 22769
269,11966 14931 11919 18169 13693 4307 4462 9865 11875 14874
270,4926 5699 7881 13580 4830 5697 6497 15887 6475 4937
271,27802 33500 26582 31360 24716 24930 14457 13192 19266 26894
272,8631 788 5532 5460 8632 6151 8661 4249 11152 15679
273,19640 26183 99 24268 4914 15469 32707 19987 4285 4601
274,5361 3393 6321 788 416 5531 15821 6682 15044 6861
275,6414 6374 6389 6383 6367 6678 6373 6440 6576 11579
276,13845 2910 116 149 6405 5741 3038 2556 21159 12591
277,11579 11560 11575 3697 11557 8768 2591 11574 6414 11609
278,18692 29993 4357 244 23029 3953 6348 21889 23347 15106
279,4934 8610 15457 18370 1397 4439 6840 4185 15496 23656
280,13581 13170 15010 7926 22386 14943 22387 15012 25599 23720
281,3063 4695 18853 19856 15665 1589 14847 3124 23420 2961
282,10444 21358 24727 31137 15923 8654 17552 29444 21378 5141
283,20469 20682 20684 36988 17285 17334 25788 17426 17430 17216
284,5960 17219 30595 32578 5598 8235 1784 7537 9674 16967
285,4276 15457 3670 23421 15887 6989 3639 1174 15833 12651
286,1753 14955 5735 5436 2892 7018 190 8556 8720 3825
287,14812 5527 5883 9264 23421 1614 6077 9298 24349 2171
288,9123 11154 5354 17638 2905 18833 3155 13780 190 9181
289,13606 2823 3412 15833 21159 13671 2591 3697 21482 15457
290,18144 19989 11146 12078 8095 30285 31760 25779 16883 26466
291,7310 7432 11170 17648 7433 8661 6356 2577 7456 15593
293,3101 6619 6618 3335 7881 18224 24473 11649 6174 43
294,4185 6989 1 3062 6593 2609 21936 7472 15923 19092
295,360 17648 1307 7128 2609 7127 4110 6917 2594 280
296,6408 4276 11148 3412 5486 1091 21287 9248 6446 5528
297,21936 14128 2078 3597 15496 7354 21192 3536 11647 1011
298,2591 3365 884 4185 675 3671 627 8760 2671 8661
299,19092 1039 15343 6741 1589 4221 7656 23426 2242 1614
300,7127 4185 18499 5609 9640 9352 9212 11180 15473 11326
301,9178 11347 818 249 286 12489 39 28722 28724 8734
302,5482 9266 9264 5527 9191 9213 9178 5486 3605 9181
303,9188 7311 10116 5411 3346 11556 15704 17101 15616 7310
304,766 11601 11738 4253 14891 641 16932 3365 15593 14737
305,6971 7006 18858 15029 6150 6342 6972 788 15137 15885
306,11089 15947 7128 15887 4137 5439 7129 2671 15906 2796
307,4931 7173 7363 7199 7165 13857 13866 13789 13860 13002
308,10080 3436 4126 614 3649 21136 10105 7260 6611 11615
309,6408 9221 9258 11399 11082 9256 11414 11550 9257 10593
310,9271 11665 4839 10327 11667 24648 24572 24910 24746 2668
311,11544 11560 3143 2598 11611 11557 8728 685 7600 14847
312,3302 1952 11148 4588 22555 1775 21022 1963 1122 20945
313,18601 24452 28641 19092 2248 18669 4932 23517 13817 13998
314,4844 6374 6366 6676 13787 17416 17398 15671 5594 7499
315,6849 8671 3057 310 10248 6931 10581 2171 3671 15489
316,652 6273 12474 1807 976 1718 9038 6274 8961 316
317,11329 4276 12215 6620 12142 4111 11407 11415 3057 966
318,2668 9114 9271 26 9273 21462 4467 8895 61 3605
319,310 8569 11146 9248 3381 14730 18273 15606 7662 9424
320,6353 426 5439 5422 6875 4137 3044 17697 4237 6682
321,8656 11063 11062 7263 11124 7018 9965 9946 11147 10001
322,11714 7781 11715 23862 18413 7782 4008 24356 5545 9471
323,24170 2548 10494 8492 5713 6348 6497 17528 7 11968
324,6408 6474 15887 4276 9123 15869 11151 9124 9188 3480
325,3671 9622 3647 3057 15510 29550 6380 23188 18818 3062
326,18059 1090 15669 870 7783 2666 6670 9622 1718 6351
327,14974 434 5522 7888 11326 3446 2833 6189 634 403
328,6496 11188 2609 280 19208 21460 29724 13224 403 15784
329,2583 2782 3076 6593 1322 8661 2542 2823 3697 3051
330,5788 190 4224 14737 9446 3645 9423 11146 2577 9773
331,9622 11146 3393 3062 2609 11615 6372 7264 7250 585
332,6581 24340 6440 6725 6453 6584 6721 6583 15887 18373
333,15887 5054 9174 15457 53 11161 3697 6375 933 8573
334,4588 9677 18390 23840 21022 9640 1377 9641 6099 1704
335,3057 9495 15453 9773 1889 3334 23462 5719 17179 478
336,8573 3671 14737 53 8589 5735 5384 8678 307 28724
337,12875 26824 27325 32018 13811 12892 28101 27144 11837 30282
338,2829 22339 1039 14847 4261 15146 18125 8489 7394 5939
339,7542 29963 22594 19388 3365 22314 5636 6934 21364 3393
340,9317 7565 9320 4005 6260 7611 17421 11189 22355 22646
341,3393 2609 26 15887 5354 1091 186 9248 12962 190
342,15670 7365 15669 7311 17101 537 11737 14779 22333 13748
343,7769 7770 7771 24554 20944 25127 24268 20946 25443 24235
344,9248 1397 7542 23426 6497 15887 23527 7656 22339 4313
345,13671 4298 23715 15517 23714 30519 8806 14023 934 21941
346,4826 12495 14916 14305 7949 12477 12481 4824 11379 17
347,4316 64 8658 23401 4439 8569 4258 9434 2583 8745
348,5671 11128 5725 5577 11110 5578 24705 24518 26680 24698
349,24222 24228 24232 32187 32502 30539 23865 32215 31894 24044
350,3057 4376 9782 4141 9495 23524 15833 6533 8760 15606
351,6497 7656 11611 4695 3412 15869 21487 496 15496 6489
352,23379 15893 8727 7781 9410 4004 11626 7463 15714 14812
353,17014 7529 14029 13948 3670 11148 6705 7 6478 14065
354,21172 5769 15496 7472 18053 7821 4816 22307 6989 11144
355,471 15890 9124 11544 8720 13005 9128 585 5735 14847
356,3671 9266 5100 29245 4185 29266 1377 3280 5882 5975
357,9971 9944 11084 11714 10004 11595 9985 6928 7207 8662
358,11147 24355 11716 11466 6933 11717 6931 6955 11595 6935
359,6684 6116 5656 5655 5539 6114 5361 4004 5370 11907
360,26923 24648 35302 35160 24746 24910 31342 26465 11618 27330
361,15510 21159 3155 620 3671 9904 5749 110 15890 30
362,11148 641 2676 2626 186 9471 3080 21467 2599 15457
363,6730 420 10267 677 4569 23693 6788 5883 27523 6686
364,13909 13974 17398 9222 6503 7499 1047 3649 7303 7604
365,15890 6822 14931 8505 2548 471 3146 572 3055 227
366,7928 5404 788 17699 24279 5448 17700 5361 5370 24283
367,13182 8745 82 29076 5486 18426 3468 7927 4155 4948
368,691 360 2795 2 5801 74 2231 4934 21941 496
369,15890 26 9622 1091 15517 6348 7781 12138 6865 6845
370,15833 28657 13194 9640 6414 11662 4577 4181 2804 9788
371,3259 311 4111 9635 9640 15451 7045 639 15821 8625
372,9295 30132 18342 4205 64 15334 15472 4316 9773 4580
373,20944 31507 66 14046 24268 30486 17046 31501 3536 17423
374,29164 4915 4960 3671 2199 21035 9416 6934 1187 4654
375,9173 3344 3229 3091 9190 8796 9181 3239 9214 1162
377,5370 5532 5461 33299 5462 4925 7723 33686 5700 5823
378,4245 24007 7354 9317 4418 18275 28886 21192 24086 1171
379,3649 11985 15501 4298 11078 15756 15617 4242 4554 15496
380,3731 7565 28897 1696 3719 8603 22428 21154 576 5786
381,3599 3463 3570 9935 11084 3629 6380 1174 21487 14823
382,12215 5054 12105 12116 12148 12176 6934 12094 7888 4601
383,9356 1042 22736 5827 15291 232 23021 12204 29221 5959
384,9622 15496 21172 6321 4242 1091 8760 4260 11150 585
385,242 9568 2519 5037 9317 4663 13681 2526 8013 17259
386,11154 11151 7049 5054 2556 22387 11161 7045 11147 11152
387,7807 6686 2574 28735 5354 18624 23443 3669 5798 22307
388,15821 15797 639 23348 15510 14828 15775 15044 11152 12666
389,14158 2040 3229 23819 3217 1878 2181 6764 9641 1893
390,17282 12679 17236 10247 1614 17406 10375 17216 12305 11046
391,6408 5533 9622 9298 6474 5462 7781 5531 384 4276
392,5439 5482 4242 5517 6577 17691 5560 21467 11798 8476
393,29264 29273 18950 16586 16582 16579 29638 29307 29266 12395
394,20122 11335 20576 36004 20633 15466 28476 36260 19938 34110
395,10024 10903 10536 10555 10057 10513 10532 10522 10553 3104
396,19262 15490 16630 31507 23588 31531 32194 17950 23078 23075
397,11737 563 6170 11563 1809 398 6183 17400 18582 11665
398,12138 11761 6865 7303 7372 12113 9242 4939 7304 6681
399,24941 17219 7928 17321 26003 25528 25195 9284 17208 24900
400,7612 1649 31420 13315 1395 4591 22338 28605 18650 28564
401,3412 15833 7472 30 21136 1091 4137 2577 9773 21159
402,2910 2946 675 3120 15133 2635 2988 3021 2787 496
403,487 51 13606 8551 18656 10227 5017 3701 7000 3390
404,11335 6414 4276 9178 11343 9181 9191 11401 11347 11359
405,7472 15517 1091 2605 4140 4371 3393 12620 6682 6504
406,13256 7995 11195 22970 30052 336 22702 5583 20985 29240
407,10225 7133 15858 1379 3976 15445 2153 10099 15176 10037
408,13950 15868 3393 15044 15754 7803 26 15496 15797 7799
409,4390 18629 5818 13517 2140 434 4218 3671 18602 5783
410,7163 13857 7232 7199 7162 7169 7164 7168 7170 7178
411,18390 6547 10405 22767 6084 1893 8849 6649 22666 30523
412,14213 25184 27559 7660 33956 25275 25085 30616 25065 25723
413,1650 1648 9743 670 22 664 939 926 13671 722
414,4375 18623 8569 7780 8777 4081 691 3551 10169 15606
415,24355 11684 11617 6531 6935 15223 7255 1969 6225 6864
416,2892 2622 4255 8658 4056 4682 15186 18828 18830 8644
417,11329 11335 11343 11347 5882 11370 23420 9676 1376 13816
418,82 926 8760 1649 91 6927 1648 7357 9452 5580
419,6658 6662 6667 6226 6277 6654 6531 6278 6532 6655
420,5359 18345 4297 4413 31250 23203 3325 13311 16536 28588
421,2153 7925 21286 4580 6730 3576 2815 64 633 4128
422,20463 14265 14295 15474 36025 330 30585 25664 30591 24898
423,24176 33371 32645 24474 7769 24535 24887 32286 24548 24177
424,12138 12113 12187 11594 3351 3670 6955 11456 15728 4225
425,1782 6114 1882 1781 1073 2317 30519 9334 4584 4677
426,5741 4185 15887 3057 30 627 4297 3670 15457 3074
427,6380 4269 672 1036 1353 3697 2591 15453 2577 3479
428,15513 15517 3393 1816 9622 7303 390 15754 42 10030
429,5439 6875 15496 6433 2591 5422 3057 3697 5741 9773
430,13971 15754 23545 8663 13993 7797 13940 13951 15909 7792
431,3669 12672 23961 23420 6934 18601 1885 6684 2583 3480
432,10757 8123 10705 10642 10822 29981 10731 29973 7927 10736
433,20354 31333 19091 4096 20215 24455 31277 20149 31169 24866
434,11148 3158 3161 3159 27392 3163 8879 4316 3160 8890
435,21684 22387 22385 7517 4467 4365 4979 21699 15491 21671
436,20944 20781 14049 33685 14048 32579 34253 15891 2505 12248
437,362 15822 190 15797 15774 30 3351 3813 12254 3155
438,13811 7542 6994 6510 21487 5580 11144 14828 6372 4126
439,3155 427 10357 2668 10267 19092 4830 15496 10059 9271
440,9124 2668 9128 26 9114 15887 8961 13675 15949 61
441,15606 8658 8569 7048 15118 9395 9856 9429 3864 9852
442,3104 12174 13221 11367 1022 5576 1489 12094 6593 15291
443,22666 15906 21920 15912 14142 6649 5645 3699 13047 13287
444,15887 3723 3057 15496 3829 4367 30132 29626 9782 4569
445,1188 6975 15925 7888 8720 7045 12009 6226 13002 4230
446,5054 4914 13671 2520 2519 242 2524 2521 13581 7
447,12215 12246 6619 6474 12472 6414 9221 12474 9257 15906
448,7535 30494 25254 28146 36222 19766 26531 6115 24257 24533
449,10708 14892 5454 22774 33028 22322 10846 7509 997 10611
450,24977 5636 25053 17460 23931 24866 23426 10058 12060 7066
451,14847 2591 12620 2598 53 29 5735 14955 6840 11572
452,4601 11649 82 2497 7807 30289 25026 18144 18427 2916
453,9305 2647 4844 7603 7604 6584 9971 5697 16100 11084
454,17783 22688 29800 22613 29963 18520 22594 19388 22649 17785
455,3412 1174 3671 4185 6372 6845 3413 3645 1917 3062
456,7542 60 23350 8632 18169 3057 1560 29626 22355 9490
